c,p,n,es_v_in,es_c_in,es_v_out,es_c_out,var_v_out,var_c_out,es_ratio_in,es_ratio_out
0.5,150,300,1.087082961049017,0.8868269198309239,1.6768310270059765,1.7824674497261657,0.2422135952378694,0.28580721932613123,1.2258118655850823,0.9407358475261819
0.9,270,300,1.03019357652346,0.7862145356996285,1.6514479352711646,1.7687010925891453,0.2362021981625312,0.2782721047069342,1.310321203368139,0.9337066292267975
1.0,300,300,0.89224830014291,0.6953861160797372,1.618840503488578,1.7081572707399197,0.20243954504764677,0.23764726895248542,1.2830976625949768,0.9477116253981388
1.2,360,300,0.9626938219056876,0.7404616763248474,1.6370003086753742,1.7370327458535784,0.24585491422254074,0.28784367928596877,1.3001264652667115,0.9424118875035667
